pl_name,pl_letter,hostname,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_bmassprov,pl_dens,pl_eqt,pl_insol,pl_orbper,pl_orbsmax,pl_orbeccen,pl_orbincl,pl_trandep,pl_trandur,pl_ratror,pl_ratdor,pl_imppar,disc_year,discoverymethod,disc_facility,disc_telescope,st_teff,st_rad,st_mass,st_lum,st_logg,st_age,st_dens,st_met,st_rotp,st_spectype,sy_snum,sy_pnum,sy_mnum,sy_dist,ra,dec,rastr,decstr,glat,glon,x,y,z,cb_flag,pl_controv_flag,tran_flag,rv_flag,ttv_flag,sy_vmag,sy_kmag,sy_gaiamag,sy_tmag,tic_id,gaia_dr3_id,star_class,planet_type,planet_subtype,habitability_score,distance_display,period_display,mass_display,radius_display,x_pc,y_pc,z_pc,distance_ly,is_habitable_zone,is_earth_like
Kepler-1770 b,b,Kepler-1770,2.84141754,0.25349473,8.45,0.0266,M-R relationship,2.02,699.0,56.43,16.84189987,0.1261,0.0,88.95,0.08785,2.5751,0.02539,51.13,0.0299,2021,Transit,Kepler,0.95 m Kepler Telescope,5602.0,1.009,0.941,-0.2091,4.404,12.3,3.51751,0.1,,,1,1,0,582.942,299.2502851,43.4103663,19h57m00.07s,+43d24m37.32s,7.52261,78.26557,0.3549622243231135,-0.6338232608677205,0.6872189558551168,0,0,1,0,0,14.418,12.577,14.2972,13.766,TIC 268603980,Gaia DR3 2075969526254302848,,Sub-Neptune,Mini-Neptune,10.0,1.9k light-years,16.8 days,8.4 Earth masses,2.8 Earth radii,206.92238897136443,-369.4821993367507,400.6087925640935,1901.30030952,False,False
Kepler-987 b,b,Kepler-987,3.26,0.29083772,10.7,0.0336,M-R relationship,1.7,351.0,3.853,105.3033148,0.4238,0.0,89.99,0.13304,6.12,0.033352,135.68,0.027,2016,Transit,Kepler,0.95 m Kepler Telescope,5637.0,0.91,0.97,-0.14468,4.51,2.45,4.07825,0.01,,,1,1,0,914.126,289.4110582,46.1308443,19h17m38.65s,+46d07m51.04s,14.97262,77.4782,0.2303184128845564,-0.6536219072052083,0.7209242894422166,0,0,1,0,0,15.171,13.375,14.9789,14.5047,TIC 159050004,Gaia DR3 2127688938307214592,,Sub-Neptune,Mini-Neptune,15.0,3.0k light-years,3.5 months,11 Earth masses,3.3 Earth radii,210.540049496508,-597.4927795458682,659.0156370106557,2981.47679656,False,False
Kepler-385 d,d,Kepler-385,2.6186448,0.23361984,7.36,0.0232,M-R relationship,2.25,535.0,15.0,56.4159,0.2872,0.0,87.94,0.04801,8.075,0.019512,25.2,0.2265,2020,Transit,Kepler,0.95 m Kepler Telescope,5829.0,1.157,1.05,0.14374,4.33259,3.31,0.955768,0.01,,,1,3,0,1432.61,294.3385109,50.3365178,19h37m21.24s,+50d20m11.46s,13.76677,82.84035,0.2630512208793022,-0.5815513521536672,0.7698065211481063,0,0,1,0,0,15.76,13.819,15.192,14.7468,TIC 27082352,Gaia DR3 2135203000771400320,,Sub-Neptune,Mini-Neptune,10.0,4.7k light-years,1.9 months,7.4 Earth masses,2.6 Earth radii,376.8498095438971,-833.136282608865,1102.8325202619885,4672.543471599999,False,False
Gl 410 b,b,Gl 410,2.83,0.253,8.4,0.02642936,Msini,2.04,,,6.02,0.0531,,,,,,,,2025,Radial Velocity,Mauna Kea Observatory,3.58 m Canada-France-Hawaii Telescope (CFHT),3842.0,0.543,0.55,-1.239,4.87,0.48,4.498446,0.05,13.93,K,1,1,0,11.9324,165.6604212,21.9669164,11h02m38.50s,+21d58m00.90s,64.78003,218.75093,-0.8985067443438599,0.2296876110829531,0.3740711585829675,0,0,0,1,0,9.57,5.688,8.807,7.80973,TIC 97488127,Gaia DR3 3988689609004982912,K,Sub-Neptune,Mini-Neptune,28.0,38.9 light-years,6.0 days,8.4 Earth masses,2.8 Earth radii,-10.721341876208674,2.7407244504862294,4.463566692675402,38.918238544,False,False
Kepler-1201 b,b,Kepler-1201,2.29,0.20430012,5.86,0.0184,M-R relationship,2.68,789.0,89.431,15.18725932,0.1183,0.0,86.77,0.02925,4.508,0.017486,14.87,0.76,2016,Transit,Kepler,0.95 m Kepler Telescope,6177.0,1.24,1.15,0.04424,4.32,2.95,0.26952,0.03,,,1,1,0,944.241,294.6147908,40.8331158,19h38m27.55s,+40d49m59.22s,9.26258,74.29522,0.3151428155739939,-0.6878624077749013,0.6538580226335156,0,0,1,0,0,14.765,13.157,14.7003,14.227,TIC 377915758,Gaia DR3 2076579445968420736,,Sub-Neptune,Mini-Neptune,10.0,3.1k light-years,15.2 days,5.9 Earth masses,2.3 Earth radii,297.57076732040355,-649.5078877797805,617.3995531494934,3079.69867596,False,False
Kepler-1540 b,b,Kepler-1540,2.49,0.22214292,6.76,0.0213,M-R relationship,2.41,266.0,0.849,125.4131177,0.4426,0.0,89.82,0.1345,2.2134,0.032959,447.0,0.0198,2016,Transit,Kepler,0.95 m Kepler Telescope,4540.0,0.69,0.74,-0.81759,4.63,2.51,107.44923,0.1,,,2,1,0,244.96,283.3445555,41.2017544,18h53m22.69s,+41d12m06.32s,17.13914,70.99508,0.1736575592156064,-0.7320798426784556,0.6587124987968316,0,0,1,0,0,14.429,11.519,14.0831,13.3323,TIC 237158408,Gaia DR3 2104452752917443584,,Sub-Neptune,Mini-Neptune,56.3,799 light-years,4.2 months,6.8 Earth masses,2.5 Earth radii,42.539155705454945,-179.3302782625145,161.35821370527188,798.9517376,True,False
TOI-2076 c,c,TOI-2076,3.69441587,0.32959428,55.0,0.17304935,Mass,6.0,543.16,32.7,21.015327,0.142,0.0,89.84,0.2072,4.1934912,0.04255036,24.9,0.226636,2021,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,5192.0,0.796,0.8557,-0.37779,4.566,2.7,2.3628,0.02,7.21,K,1,4,0,41.9091,217.3920159,39.7903991,14h29m34.08s,+39d47m25.44s,66.0563,71.10629,-0.6104858938165499,-0.4666169257925087,0.6399809512907056,0,0,1,0,1,9.139,7.115,8.91028,8.3745,TIC 27491137,Gaia DR3 1490845584382687232,K,Sub-Neptune,Mini-Neptune,18.0,137 light-years,21.0 days,55 Earth masses,3.7 Earth radii,-25.584914372547175,-19.555495404730827,26.821025685737315,136.689044196,False,False
Kepler-176 c,c,Kepler-176,2.6,0.232,1.33,0.00418465,Mass,0.487,633.0,39.631,12.759712,0.102,0.0,88.25,0.08821,3.541,0.027597,27.65,0.47,2014,Transit,Kepler,0.95 m Kepler Telescope,5232.0,0.891,0.86,-0.40427,4.474,2.45,1.74,0.13,,,1,4,0,527.321,294.6679021,43.8532104,19h38m40.30s,+43d51m11.56s,10.63645,77.02616,0.3009640369151935,-0.6553095129124078,0.6928131716200356,0,0,1,0,1,14.767,12.567,14.5446,13.9508,TIC 271159950,Gaia DR3 2078286197246582016,,Sub-Neptune,Mini-Neptune,10.0,1.7k light-years,12.8 days,1.3 Earth masses,2.6 Earth radii,158.70465691015679,-345.55846765848383,365.33493447184884,1719.88908076,False,False
HD 96700 c,c,HD 96700,1.69,0.151,3.5,0.01101223,Msini,3.98,,,19.88,0.141,0.293,,,,,,,2021,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5845.0,1.16,0.89,0.13988,4.39,8.6,1.003052,-0.18,,G0 V,1,3,0,25.4111,166.9742616,-30.1751383,11h07m53.82s,-30d10m30.50s,27.58074,277.73064,-0.8422486467772715,0.1948469840667011,-0.5026448744411562,0,0,0,1,0,6.51,4.995,6.35547,5.9398,TIC 23270430,Gaia DR3 5452492082132835840,G,Super-Earth,Super-Earth,40.0,82.9 light-years,19.9 days,3.5 Earth masses,1.69 Earth radii,-21.402464588121926,4.951276196817348,-12.772759168911666,82.879827316,False,False
Kepler-1568 b,b,Kepler-1568,1.3,0.11597823,2.24,0.00705,M-R relationship,5.6,729.0,72.568,20.925392,0.15157,0.0,89.51,0.0109,6.617,0.010416,24.39,0.201,2016,Transit,Kepler,0.95 m Kepler Telescope,5956.0,1.19,1.09,0.25777,4.32,4.57,0.59,0.09,,,1,1,0,916.313,289.1826808,47.8733301,19h16m43.84s,+47d52m23.99s,15.80935,79.07172,0.2204030210158165,-0.6335278022435328,0.7416636920542764,0,0,1,0,0,14.138,12.618,13.9451,13.5157,TIC 158984590,Gaia DR3 2127941413665428992,,Super-Earth,Super-Earth,30.0,3.0k light-years,20.9 days,2.2 Earth masses,1.30 Earth radii,201.95815339606585,-580.5097610571783,679.5960826573302,2988.60982828,False,False
HATS-23 b,b,HATS-23,20.84874,1.86,467.2101,1.47,Mass,0.29,1654.0,,2.1605156,0.03397,0.114,81.02,1.9357993,1.8048,0.159,6.08,0.949,2017,Transit,HATSouth,Multiple Telescopes,5780.0,1.199,1.121,0.15534,4.328,4.2,0.91,0.28,,G V,1,1,0,639.004,286.36675,-50.0673496,19h05m28.02s,-50d04m02.46s,-22.61865,346.88498,0.1808738506450818,-0.6158759518900814,-0.7667994927204286,0,0,1,1,0,13.84,12.262,13.752,13.2851,TIC 7088246,Gaia DR3 6657994706683397504,G,Gas Giant,Hot Jupiter,20.0,2.1k light-years,2.2 days,1.5 Jupiter masses,1.9 Jupiter radii,115.57911405760986,-393.5471967615696,-489.98794304632474,2084.14988624,False,False
K2-147 b,b,K2-147,1.47286006,0.1314,2.77,0.00872,M-R relationship,4.76,1077.0,200.1,0.961939,0.01575,0.38,83.6,0.0545,0.9024,0.0234,5.86,0.5,2018,Transit,K2,0.95 m Kepler Telescope,3690.0,0.578,0.563,-1.25181,4.665,,4.11,-0.02,,,1,1,0,90.5494,293.8330329,-28.498475,19h35m19.93s,-28d29m54.51s,-21.497,10.94419,0.3551111647001047,-0.8038892337319837,-0.4771353692560836,0,0,1,0,0,14.044,9.997,13.1913,12.1427,TIC 398275886,Gaia DR3 6764974194470777600,,Super-Earth,Lava World,30.0,295 light-years,23.1 hours,2.8 Earth masses,1.47 Earth radii,32.15510289689566,-72.7916877808909,-43.20432140491682,295.332301064,False,False
Kepler-247 d,d,Kepler-247,3.94,0.352,14.7,0.0463,M-R relationship,1.32,530.0,19.21,20.477912,0.14,0.0,89.43,0.13824,3.068,0.034376,50.0,0.13,2014,Transit,Kepler,0.95 m Kepler Telescope,5100.0,0.768,0.887,-0.42165,4.608,2.14,1.68,0.3,,,1,3,0,663.711,288.6425609,43.0393769,19h14m34.21s,+43d02m21.76s,14.22116,74.32823,0.2336370172814709,-0.6925361837943713,0.6825008265865664,0,0,1,0,1,15.199,13.051,15.0473,14.4462,TIC 158792051,Gaia DR3 2102911581215700096,,Sub-Neptune,Mini-Neptune,0.0,2.2k light-years,20.5 days,15 Earth masses,3.9 Earth radii,155.06745837690235,-459.643883082346,452.9833061145966,2164.73324916,False,False
Kepler-1552 b,b,Kepler-1552,2.47,0.22035864,6.66,0.021,M-R relationship,2.43,268.0,1.854,184.771853,0.6011,0.0,89.98,0.10346,9.706,0.029289,151.5,0.2392,2016,Transit,Kepler,0.95 m Kepler Telescope,5202.0,0.78,0.85,-0.20141,4.58,3.31,1.01,-0.07,,,1,1,0,769.096,291.6768669,38.8749152,19h26m42.45s,+38d52m29.69s,10.36849,71.47973,0.2875624337453478,-0.7234625969022596,0.6276222730129094,0,0,1,0,1,15.203,12.881,14.9308,14.3456,TIC 137319097,Gaia DR3 2052767528800649984,,Sub-Neptune,Mini-Neptune,55.7,2.5k light-years,6.2 months,6.7 Earth masses,2.5 Earth radii,221.163117543812,-556.4121894271402,482.70177968513656,2508.4527497599997,True,False
K2-398 b,b,K2-398,2.274,0.20287304,5.79,0.0182,M-R relationship,2.71,,,6.393025,,,,,3.7,0.0168,11.59,0.523,2022,Transit,K2,0.95 m Kepler Telescope,5946.0,1.239,0.945,0.25966,4.227,,0.748896,-0.257,,G2,1,2,0,606.992,161.7349738,1.9367044,10h46m56.39s,+01d56m12.14s,50.97268,247.80615,-0.9490745157250416,0.3132338301956585,0.0337954319729055,0,0,1,0,0,13.287,11.717,13.0091,12.6036,TIC 281660552,Gaia DR3 3809028584392561408,G,Sub-Neptune,Mini-Neptune,30.0,2.0k light-years,6.4 days,5.8 Earth masses,2.3 Earth radii,-576.0806384489745,190.13042905812313,20.513556844097852,1979.7408275199998,False,False
K2-268 b,b,K2-268,1.5,0.13382127,2.86,0.00899,M-R relationship,4.66,1136.0,,2.151676,0.0308,,,0.0398,1.97,0.0175,7.76,0.42,2018,Transit,K2,0.95 m Kepler Telescope,5106.0,0.78,0.84,-0.42942,4.58,,2.299399,0.03,24.87,,1,5,0,327.783,133.7094899,11.8482712,08h54m50.28s,+11d50m53.78s,32.70262,216.0731,-0.6762801767751843,0.707452151320961,0.2053206665006462,0,0,1,0,0,13.848,11.639,13.5627,12.986,TIC 444037742,Gaia DR3 604743013163971072,,Super-Earth,Lava World,30.0,1.1k light-years,2.2 days,2.9 Earth masses,1.50 Earth radii,-221.67314518390023,231.89078851643856,67.30062402758132,1069.08392148,False,False
LkCa 15 c,c,LkCa 15,,,,,Msini,,,,,18.6,,50.0,,,,,,2015,Imaging,Large Binocular Telescope Observatory,Large Binocular Telescope,4194.0,1.60711,,-0.19164,3.65,0.001,,0.26,,,1,2,0,158.152,69.8241791,22.3508662,04h39m17.80s,+22d21m03.12s,-15.98175,176.68976,0.3189904784477153,0.8681210615364037,0.3802773950376294,0,1,0,0,0,12.025,8.163,11.5887,10.7873,TIC 118681038,Gaia DR3 144936836795636864,,,,0.0,516 light-years,,,,50.44898214746306,137.2950821241053,60.141630579991165,515.82223712,False,False
Kepler-1542 c,c,Kepler-1542,0.65,0.05798912,0.208,0.000653,M-R relationship,4.16,1287.0,786.082,2.89223021,0.0387,0.0,89.89,0.00443,2.607,0.00637,8.83,0.017,2016,Transit,Kepler,0.95 m Kepler Telescope,5564.0,0.99,0.94,0.07026,4.41,8.51,0.58,0.06,,,1,4,0,399.114,285.7284757,42.6544651,19h02m54.83s,+42d39m16.07s,16.03365,73.09059,0.1993658512983305,-0.7079158442273733,0.6775753942019568,0,0,1,0,0,12.734,10.989,12.5876,12.11,TIC 279915941,Gaia DR3 2105526799680172032,,Sub-Earth,Lava World,20.0,1.3k light-years,2.9 days,0.2 Earth masses,0.65 Earth radii,79.56970237508187,-282.53912425296386,270.4298258815198,1301.7342578399998,False,False
HD 30856 b,b,HD 30856,13.5,1.21,491.68301,1.547,Msini,1.1,,,847.0,1.85,0.061,,,,,,,2011,Radial Velocity,W. M. Keck Observatory,10 m Keck I Telescope,4895.0,4.4,1.17,0.99564,3.2,3.8,,-0.06,,K0 III,2,1,0,131.199,72.5745099,-24.3689282,04h50m17.88s,-24d22m08.14s,-36.65384,224.27222,0.2727851961795156,0.8691034527235509,-0.4126105006047537,0,0,0,1,0,7.91,5.657,7.65813,7.08498,TIC 612908,Gaia DR3 4893980371818915456,K,Gas Giant,Jovian,18.0,428 light-years,2.3 years,1.5 Jupiter masses,1.2 Jupiter radii,35.78914495355627,114.02550389387717,-54.134085068843085,427.91341044,False,False
Kepler-173 c,c,Kepler-173,2.43,0.217,6.48,0.0204,M-R relationship,2.48,956.0,258.418,8.005777,0.074,0.0,89.74,0.06578,3.129,0.023607,20.02,0.37,2014,Transit,Kepler,0.95 m Kepler Telescope,6031.0,0.949,1.067,0.07365,4.404,3.3,0.86,0.0357,,,1,2,0,833.165,294.6466171,41.8840952,19h38m35.19s,+41d53m02.74s,9.73401,75.2479,0.3104704172802992,-0.676671084794461,0.6676259154623075,0,0,1,0,0,14.357,12.668,14.2578,13.8071,TIC 378160351,Gaia DR3 2077485271747441280,,Sub-Neptune,Mini-Neptune,10.0,2.7k light-years,8.0 days,6.5 Earth masses,2.4 Earth radii,258.67308521334047,-563.7786643627771,556.2425458561535,2717.4176374,False,False
TOI-1117 b,b,TOI-1117,2.46,0.21946688,8.9,0.02800253,Mass,3.3,1538.0,928.0,2.22816,0.033,0.0,88.2,0.063,2.015,,,0.17,2025,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,5635.0,1.05,0.97,-0.4437,4.41,4.42,1.28,0.136,40.0,G5 V,1,3,0,167.598,273.6020606,-66.4199742,18h14m24.49s,-66d25m11.91s,-21.13931,327.97536,0.0251324216267374,-0.3992392793842829,-0.916502241775706,0,0,1,1,0,11.016,9.385,10.8621,10.4055,TIC 295541511,Gaia DR3 6436995652638923392,G,Sub-Neptune,Lava World,30.0,547 light-years,2.2 days,8.9 Earth masses,2.5 Earth radii,4.212143599797935,-66.91170474624705,-153.6039427171248,546.63093288,False,False
Kepler-1445 b,b,Kepler-1445,0.96,0.08564546,0.84,0.00264,M-R relationship,5.22,987.0,248.548,10.60052251,0.09587,0.0,86.66,0.00609,4.484,0.007337,15.7,0.511,2016,Transit,Kepler,0.95 m Kepler Telescope,6150.0,1.26,1.13,0.33963,4.28,3.8,0.44,-0.03,,,1,1,0,506.357,280.2495197,43.9150665,18h40m59.88s,+43d54m54.24s,20.20993,72.86159,0.1281790270388326,-0.7088732416452072,0.6935912804431683,0,0,1,0,0,12.407,11.114,12.4184,12.0406,TIC 351766604,Gaia DR3 2117151420726319872,,Sub-Earth,Rocky,30.0,1.7k light-years,10.6 days,0.8 Earth masses,0.96 Earth radii,64.90434759430217,-358.94292801974217,351.20479999136137,1651.51373692,False,True
Kepler-1095 b,b,Kepler-1095,1.21,0.10794897,1.92,0.00606,M-R relationship,5.96,1108.0,356.54,4.27103091,0.0514,0.0,89.92,0.01804,2.2736,0.012488,14.542,0.0023,2016,Transit,Kepler,0.95 m Kepler Telescope,5658.0,0.92,0.94,-0.09285,4.48,4.47,3.18914,-0.09,,,1,1,0,792.522,293.2624215,41.3650155,19h33m02.98s,+41d21m54.06s,10.41212,74.29503,0.2964105644590447,-0.689502086415747,0.6608537282223672,0,0,1,0,0,14.597,12.899,14.5261,14.0564,TIC 138096962,Gaia DR3 2077580345142027136,,Earth-sized,Lava World,30.0,2.6k light-years,4.3 days,1.9 Earth masses,1.21 Earth radii,234.91189336621102,-546.4455725303807,523.741118398247,2584.85805432,False,True
Kepler-1123 b,b,Kepler-1123,1.67,0.14898742,3.43,0.0108,M-R relationship,4.05,1061.0,190.016,4.33946454,0.0497,0.0,84.46,0.03374,2.2973,0.017319,14.69,0.0061,2016,Transit,Kepler,0.95 m Kepler Telescope,5500.0,0.9,0.93,-0.29455,4.5,5.13,3.18576,0.05,,,1,1,0,704.323,294.5177291,50.6703927,19h38m04.25s,+50d40m13.41s,13.81149,83.20069,0.2630030007944913,-0.576634506573462,0.7735128101084509,0,0,1,0,0,14.933,13.105,14.8069,14.2726,TIC 27188610,Gaia DR3 2135239112857020032,,Super-Earth,Lava World,20.0,2.3k light-years,4.3 days,3.4 Earth masses,1.67 Earth radii,185.23906252857847,-406.1369455733405,544.8028629540144,2297.1917238799997,False,False
WASP-197 b,b,WASP-197,14.44837612,1.289,403.32424848,1.269,Mass,0.74,1665.0,1276.0,5.167228,0.065,0.0,86.29,0.3931,5.9764524,0.0627,6.6,0.43,2025,Transit,SuperWASP,Canon 200mm f/1.8L,6050.0,2.112,1.36,0.77067,3.9,2.6,0.204,0.0,,,1,1,0,483.675,160.6307133,28.1986255,10h42m31.37s,+28d11m55.05s,61.51905,203.20137,-0.831432879430485,0.2922928714685744,0.4725296226593502,0,0,1,1,0,11.565,10.017,11.2369,10.8583,TIC 85266608,Gaia DR3 734156218947945216,,Gas Giant,Hot Jupiter,0.0,1.6k light-years,5.2 days,1.3 Jupiter masses,1.3 Jupiter radii,-402.14329795853985,141.37475460756272,228.55076523976123,1577.5350329999999,False,False
Kepler-2000 b,b,Kepler-2000,2.73,0.24355471,7.9,0.0249,M-R relationship,2.13,530.0,18.73,6.383159135,0.0562,0.0,89.61,0.23132,1.7504,0.043356,28.55,0.197,2023,Transit,Kepler,0.95 m Kepler Telescope,3757.0,0.576,0.581,-1.05272,4.681,6.0,10.80586,0.48,,,1,2,0,320.588,285.5743032,49.9621218,19h02m17.83s,+49d57m43.64s,18.78346,80.18831,0.1727165777563396,-0.6196741291671833,0.7656193293073466,0,0,1,0,0,15.642,12.29,15.2639,14.3009,TIC 350814495,Gaia DR3 2132144056342471168,,Sub-Neptune,Mini-Neptune,10.0,1.0k light-years,6.4 days,7.9 Earth masses,2.7 Earth radii,55.370862229749406,-198.660089721449,245.44836954398363,1045.61699728,False,False
Kepler-1371 c,c,Kepler-1371,0.64,0.05709698,0.196,0.000618,M-R relationship,4.11,1216.0,853.269,2.00541269,0.02937,0.0,77.66,0.00595,1.798,0.006761,8.43,0.1974,2016,Transit,Kepler,0.95 m Kepler Telescope,5361.0,0.83,0.87,-0.19829,4.55,4.37,1.02,-0.07,,,1,2,0,515.334,288.8314251,47.5519753,19h15m19.54s,+47d33m07.11s,15.9007,78.66806,0.21785431576765,-0.638794184202832,0.7378898883505908,0,0,1,0,0,14.018,12.052,13.8344,13.3037,TIC 158840095,Gaia DR3 2130911435088877056,,Sub-Earth,Lava World,20.0,1.7k light-years,2.0 days,0.2 Earth masses,0.64 Earth radii,112.26773596180612,-329.19236212198217,380.25974772326333,1680.7927610399997,False,False
Kepler-538 b,b,Kepler-538,2.215,0.1976094,12.9,0.04058794,Mass,6.5,417.0,5.07,81.73778,0.3554,0.21,89.73,0.06416,6.7005,0.022911,95.265,0.0373,2016,Transit,Kepler,0.95 m Kepler Telescope,5534.0,0.8717,0.892,-0.17887,4.51,5.3,1.39,-0.09,25.2,,2,1,0,155.956,297.4865503,49.6233975,19h49m56.77s,+49d37m24.23s,11.64093,83.14184,0.2989899500719655,-0.5746836801960727,0.7618029124860719,0,0,1,1,0,11.27,9.645001,11.1647,10.6927,TIC 28227113,Gaia DR3 2087171453788422528,,Sub-Neptune,Mini-Neptune,10.0,509 light-years,2.7 months,13 Earth masses,2.2 Earth radii,46.629276653423446,-89.62536802865871,118.80773501967782,508.65985135999995,False,False
HD 189567 c,c,HD 189567,2.54,0.227,7.0,0.02202446,Msini,2.35,,,33.688,0.197,0.16,,,,,,,2021,Radial Velocity,La Silla Observatory,3.6 m ESO Telescope,5726.0,1.04,0.83,0.32428,4.41,11.0,1.300102,-0.24,,G3 V,1,2,0,17.9055,301.3959616,-67.3237992,20h05m35.03s,-67d19m25.68s,-31.99284,328.46185,0.2008379034894609,-0.3290774586838539,-0.9226983053567044,0,0,0,1,0,6.074,4.511,5.9098,5.4781,TIC 352402781,Gaia DR3 6427244702486210816,G,Sub-Neptune,Mini-Neptune,30.0,58.4 light-years,1.1 months,7.0 Earth masses,2.5 Earth radii,3.596103080930542,-5.892296436463746,-16.52137450656447,58.39986258,False,False
Kepler-1877 b,b,Kepler-1877,0.624086,0.05567732,0.179,0.000564,M-R relationship,4.05,1278.0,691.1,2.377569914,0.03472,0.0,88.09,0.00338,2.263,0.005303,7.677,0.2306,2021,Transit,Kepler,0.95 m Kepler Telescope,5615.0,0.936,1.022,-0.07722,4.505,4.9,1.51434,0.24,,,1,1,0,285.312,294.866924,46.7904816,19h39m28.06s,+46d47m25.73s,11.86335,79.751,0.2879112756702314,-0.6211905013054798,0.728854895318531,0,0,1,0,0,12.29,10.642,12.2289,11.7492,TIC 271355270,Gaia DR3 2128517003703948032,,Sub-Earth,Lava World,20.0,931 light-years,2.4 days,0.2 Earth masses,0.62 Earth radii,82.14454188402506,-177.23310430846905,207.95104789312072,930.56220672,False,False
Kepler-331 c,c,Kepler-331,1.84,0.164,4.04,0.0127,M-R relationship,3.56,425.0,13.888,17.28111,0.105,0.0,89.75,0.1599,2.772,0.03659,46.2,0.08,2014,Transit,Kepler,0.95 m Kepler Telescope,4347.0,0.492,0.653,-0.78358,4.768,1.2,6.72352,0.1179,,,1,3,0,580.119,291.8343455,39.3073462,19h27m20.24s,+39d18m26.45s,10.45298,71.92848,0.2877798049773129,-0.7182518812715487,0.6334800856357689,0,0,1,0,0,16.199,13.343,15.8359,15.1154,TIC 351063265,Gaia DR3 2052794982231985664,,Super-Earth,Super-Earth,20.0,1.9k light-years,17.3 days,4.0 Earth masses,1.84 Earth radii,166.9465326836338,-416.6715631113696,367.49383379893663,1892.09292564,False,False
Kepler-543 b,b,Kepler-543,2.5,0.22303506,6.8,0.0214,M-R relationship,2.39,521.0,23.081,13.89961966,0.1023,0.0,87.8,0.11462,3.5633,0.033509,22.8,0.728,2016,Transit,Kepler,0.95 m Kepler Telescope,4671.0,0.67,0.7,-0.64251,4.63,5.75,2.23,-0.19,,,1,1,0,221.802,287.2187273,38.8625366,19h08m52.49s,+38d51m45.13s,13.49937,69.94859,0.2304972434479691,-0.7437556193422032,0.6274540616330275,0,0,1,0,0,13.598,11.089,13.3744,12.7023,TIC 121123361,Gaia DR3 2099620777272914944,,Sub-Neptune,Mini-Neptune,10.0,723 light-years,13.9 days,6.8 Earth masses,2.5 Earth radii,51.12474959124644,-164.96648388133937,139.17056577832878,723.42053112,False,False
HD 150010 b,b,HD 150010,13.3,1.18,762.7881768,2.4,Msini,1.78,,,562.0,1.4,0.2,,,,,,,2022,Radial Velocity,Bohyunsan Optical Astronomical Observatory,1.8 m Telescope,4153.0,16.2,1.3,1.98227,2.1,4.9,,-0.25,,K2 III,1,1,0,144.49,247.8670682,72.6125804,16h31m28.10s,+72d36m45.29s,35.99152,105.31987,-0.1125866925708778,-0.2768110554963409,0.9543059657211372,0,0,0,1,0,6.2893,3.177,5.86642,5.1389,TIC 233008631,Gaia DR3 1654516686269888896,K,Gas Giant,Jovian,18.0,471 light-years,1.5 years,2.4 Jupiter masses,1.2 Jupiter radii,-16.267651209566136,-39.996429408666295,137.88766898704714,471.2628044,False,False
Gliese 12 b,b,Gliese 12,0.958,0.08546718,3.87,0.01217638,Mass,17.7,314.6,1.62,12.761408,0.0668,0.5,89.194,0.12152496,1.2,0.0336,54.9,0.759,2024,Transit,Transiting Exoplanet Survey Satellite (TESS),0.1 m TESS Telescope,3296.0,0.2617,0.2414,-2.13787,5.21,7.0,13.5,-0.32,85.0,M3.0 V,1,1,0,12.21,3.9579137,13.5576175,00h15m49.90s,+13d33m27.42s,-48.40659,109.835,0.9698161512057136,0.0671003318063937,0.2344230755109407,0,0,1,0,0,12.6,7.807,11.3963,10.1769,TIC 52005579,Gaia DR3 2768048564768256512,M,Sub-Earth,Rocky,72.1,39.8 light-years,12.8 days,3.9 Earth masses,0.96 Earth radii,11.841455206221765,0.8192950513560672,2.862305751988586,39.8236476,True,True
Kepler-1105 b,b,Kepler-1105,2.01,0.17932019,4.7,0.0148,M-R relationship,3.18,729.0,47.18,4.421572182,0.0471,0.0,84.34,0.07168,2.0749,0.026805,8.81,0.7437,2016,Transit,Kepler,0.95 m Kepler Telescope,4299.0,0.68,0.71,-0.94508,4.62,8.71,0.66228,0.28,,,1,1,0,318.004,281.1117588,42.4549698,18h44m26.82s,+42d27m17.89s,19.13655,71.6163,0.1421928455534658,-0.7239764819803097,0.6750105541492091,0,0,1,0,0,15.315,12.371,15.1422,14.3245,TIC 123231917,Gaia DR3 2116733198288204288,,Sub-Neptune,Mini-Neptune,10.0,1.0k light-years,4.4 days,4.7 Earth masses,2.0 Earth radii,45.217893657384344,-230.22741717566643,214.6560562616651,1037.18912624,False,False
